"district","total_ntd","land_area","main_building_material","building_area","num_room","num_hall","num_toilet","transaction_year","transaction_month","building_age","mlr_resid"
"Daan District",11600000,29.2,"Strengthen brickwork",120.66,3,2,2,2019,12,1954,-574.592935676896
"Daan District",12700000,27.57,"Strengthen brickwork",114.73,3,2,2,2019,11,1949,-326.011021507968
"Zhongshan Area",9700000,24.75,"Strengthen brickwork",73.44,3,2,1,2019,12,1956,124.576076474185
"shihlin",18800000,26.79,"Strengthen brickwork",135.84,3,2,2,2019,11,1947,-20.4530477568594
"shihlin",14500000,34.86,"Strengthen brickwork",102.6,3,2,2,2019,9,1956,255.665846283533
"Zhongshan Area",18550000,36.12,"Strengthen brickwork",129.05,3,2,2,2019,11,1946,-47.0831638501091
"Zhongshan Area",10000000,34.53,"Strengthen brickwork",97.12,3,2,1,2019,12,1950,-409.251114813384
"Songshan District",25500000,22.21,"Strengthen brickwork",132.58,3,2,2,2019,12,1950,320.491184024309
"Nangang District",15000000,20.68,"Strengthen brickwork",84.12,3,2,1,2019,12,1949.318182,-80.9385625433103
"Beitou",13750000,20.6,"Strengthen brickwork",86.21,3,1,1,2019,12,1953,168.362887233255
"Wanhua District",9380000,26.21,"Strengthen brickwork",94.71,3,2,1,2019,12,1949,-423.688169351377
"Wenshan District",13000000,25,"Strengthen brickwork",97.9,3,2,2,2019,12,1944,160.132803363785
"Wenshan District",7700000,24,"See other registration items",67.5,3,1,2,2019,12,1960,6.49311907133777
"Beitou",23900000,22.6,"Strengthen brickwork",110.22,3,2,2,2019,11,1938.125,515.353112072683
"Songshan District",25600000,36.25,"See other registration items",120.42,3,2,2,2019,12,1964,435.401758749218
"Zhongshan Area",25000000,27.74,"Strengthen brickwork",157.59,3,2,2,2019,12,1935,-71.6467029011764
"Daan District",13880000,29.2,"Strengthen brickwork",122.11,3,2,2,2019,11,1954,-289.78926420029
"Daan District",15850000,28.59,"Strengthen brickwork",109.07,3,2,2,2019,12,1946,195.842954918672
"Daan District",13500000,24.5,"Strengthen brickwork",73.8,3,2,2,2019,12,1953,734.026571119451
"Xinyi District",42180000,31.43,"Strengthen brickwork",172.95,3,2,2,2019,12,1946,1038.45440674708
"Songshan District",16880000,40.25,"Strengthen brickwork",103.15,3,2,2,2019,12,1952,42.1913382492378
"Zhongshan Area",23800000,23.15,"Strengthen brickwork",127.81,3,2,2,2019,12,1936,481.898843110559
"Zhongshan Area",16280000,33.99,"Strengthen brickwork",104.99,3,2,2,2019,12,1946,221.404574427467
"Songshan District",15500000,34,"Strengthen brickwork",98.11,3,2,1,2019,12,1954,37.1464922838586
"Nangang District",25800000,18.26,"Strengthen brickwork",118.95,3,2,2,2019,12,1948,304.338077850565
"Xinyi District",7800000,24.35,"Strengthen brickwork",84.9,3,2,1,2019,8,1949,-646.199967858107
"Songshan District",18500000,28.25,"See other registration items",91.18,2,2,1,2019,9,1957.916667,228.847907477842
"Nangang District",13000000,14.43,"Strengthen brickwork",61.92,2,2,1,2019,10,1954,99.3308516604017
"Daan District",8400000,10.2,"Strengthen brickwork",70.18,2,1,1,2019,10,1933,-25.9900363415807
"Xinyi District",17800000,30.75,"See other registration items",83.48,2,1,1,2019,10,1954.02,640.363113964841
"Daan District",19100000,36.75,"Strengthen brickwork",87.3,2,2,1,2019,10,1957,1100.37599537957
"Wanhua District",4900000,10.18,"Strengthen brickwork",36.61,2,0,1,2019,8,1951.2,238.154423800576
"Songshan District",8300000,25.33,"See other registration items",58.78,2,1,1,2019,10,1962,-290.743905189848
"Daan District",5500000,12.6,"Strengthen brickwork",61,2,1,1,2019,10,1953,-215.858653812474
"Nangang District",9200000,5.55,"Strengthen brickwork",54.39,2,1,1,2019,10,1941,-263.135383712958
"Zhongzheng District",27960000,14.52,"Strengthen brickwork",127.25,2,2,1,2019,8,1940.777778,-37.9755462015212
"Daan District",8700000,19.86,"Strengthen brickwork",80.88,2,1,1,2019,10,1946,-114.930700080249
"Neihu District",26000000,18.26,"Strengthen brickwork",137,2,2,2,2019,10,1940,382.418524442048
"Wanhua District",5895766,25.67,"See other registration items",57.98,2,1,1,2019,10,1970,-288.763327561354
"Zhongzheng District",11050000,22,"See other registration items",59.75,2,2,1,2019,9,1962,-597.838897377931
"Songshan District",14400000,20.75,"See other registration items",72.9,2,2,2,2019,9,1963,140.328223482771
"Zhongzheng District",15850000,5.35,"Strengthen brickwork",56.63,2,2,1,2019,10,1948,299.136367460369
"Zhongzheng District",40150000,15.03,"Strengthen brickwork",176.99,2,1,1,2019,11,1951,130.563760662718
"Zhongzheng District",21000000,28.2,"Strengthen brickwork",103.58,2,2,1,2019,9,1946.190476,-176.579176186261
"Xinyi District",8000000,32.03,"Strengthen brickwork",66.02,2,1,1,2019,11,1953,-96.3995509476265
"Beitou",9500000,13.4,"Strengthen brickwork",62.19,2,1,1,2019,10,1947,-53.9639949840649
"Beitou",16000000,35.58,"See other registration items",92.59,2,2,1,2019,10,1960,-134.143620086682
"Zhongshan Area",13680000,28.47,"Strengthen brickwork",102.71,2,2,2,2019,9,1949,-127.984635911564
"Datong District",16000000,33,"Strengthen brickwork",117.47,2,2,1,2019,11,1948.409091,-802.216669443814
"Wenshan District",13800000,26.49,"Strengthen brickwork",99.89,2,2,1,2019,10,1948,202.328693071078
"Songshan District",29080000,14.66,"Strengthen brickwork",140.55,2,2,2,2019,10,1944,353.213846945339
"Nangang District",12500000,39,"Strengthen brickwork",65.07,2,2,1,2019,10,1955.176471,-44.9087948310638
"Daan District",13200000,35,"Strengthen brickwork",97.44,2,2,1,2019,11,1955,124.457491904271
"shihlin",10500000,26.5,"Strengthen brickwork",74.54,2,2,1,2019,10,1956.9375,280.178699226304
"Nangang District",13500000,27.75,"Strengthen brickwork",77.6,2,2,1,2019,10,1955.176471,-179.720353069494
"Songshan District",8900000,8.49,"Strengthen brickwork",47.91,2,1,1,2019,11,1945,200.594307946547
"Wenshan District",8200000,22.45,"Strengthen brickwork",61.13,2,1,1,2019,10,1953,398.957278489555
"Wenshan District",6200000,25,"See other registration items",60.6,2,2,3,2019,11,1967,-330.527110756055
"shihlin",8800000,17.8,"Strengthen brickwork",83.9,2,2,1,2019,9,1948.8,-265.3719860943
"Wenshan District",5660000,15.34,"Strengthen brickwork",51.41,2,1,1,2019,11,1954,145.759300121209
"Wenshan District",7000000,8.91,"Strengthen brickwork",60.44,2,2,1,2019,9,1947,12.5839088256069
"Songshan District",14000000,21,"Strengthen brickwork",63.75,2,1,1,2019,10,1956,683.963968781856
"Daan District",9360000,17,"Strengthen brickwork",86.45,2,2,1,2019,10,1953,-212.821117519425
"shihlin",12870000,20.1,"Strengthen brickwork",80.3,2,2,1,2019,10,1931,295.179969453476
"shihlin",12800000,20.1,"Strengthen brickwork",81.05,2,2,1,2019,10,1931,268.674011429061
"Daan District",15080000,24.57,"Strengthen brickwork",84.39,2,1,1,2019,10,1932,626.158795151049
"Daan District",6300000,27,"See other registration items",39.81,2,1,1,2019,10,1959,191.386543604152
"Songshan District",7200000,5.1,"Strengthen brickwork",41.69,2,2,1,2019,10,1946,-94.1942755784021
"Daan District",9000000,25.75,"Strengthen brickwork",76.84,2,1,1,2019,10,1935,-65.3509376920833
"Xinyi District",10650000,20,"Strengthen brickwork",70.86,2,2,1,2019,11,1953,96.2668262276174
"Xinyi District",4500000,16.25,"Strengthen brickwork",40.8,2,1,1,2019,10,1954,-226.725775597841
"Zhongzheng District",36000000,11.02,"Strengthen brickwork",129.75,2,2,2,2019,10,1944,616.573685411517
"Wenshan District",1460000,5.35,"Strengthen brickwork",13.11,2,1,1,2019,10,1955,-159.485324713099
"Daan District",15500000,36.41,"Strengthen brickwork",124.22,2,1,1,2019,9,1946,-106.170602623178
"Xinyi District",14580000,17.36,"Strengthen brickwork",67.89,2,2,1,2019,11,1938,599.183509848026
"Zhongshan Area",17500000,34.51,"Strengthen brickwork",92.63,2,1,2,2019,11,1947,708.320536571631
"Wenshan District",6900000,21,"Strengthen brickwork",74.33,2,2,1,2019,10,1949,-304.382938829425
"shihlin",10000000,21.62,"Strengthen brickwork",85.66,2,2,1,2019,10,1930,-258.437054722926
"shihlin",10600000,21.87,"Strengthen brickwork",74.49,2,2,1,2019,11,1936,134.618717037634
"Wenshan District",7000000,21.35,"Strengthen brickwork",69.13,2,1,1,2019,10,1956,27.1648298990323
"Wenshan District",7800000,16.78,"Strengthen brickwork",59.84,2,1,1,2019,10,1939.833333,255.001918258713
"Wanhua District",7500000,27.67,"See other registration items",70.54,2,1,1,2019,11,1963,-312.961990080486
"Songshan District",14800000,32.75,"Strengthen brickwork",81.91,2,1,1,2019,11,1957,388.298343421414
"Neihu District",11000000,36.28,"Strengthen brickwork",84.3,2,1,1,2019,11,1955.6,68.8577406648723
"Beitou",12800000,19.6,"Strengthen brickwork",72.41,2,2,1,2019,10,1951,101.187206613362
"Beitou",21730000,18.17,"Strengthen brickwork",89.82,2,2,2,2019,11,1954,789.127460174346
"Daan District",21700000,20.94,"Strengthen brickwork",100.49,2,2,1,2019,10,1945,1006.79176381139
"Songshan District",7800000,8.76,"Strengthen brickwork",50.34,2,2,1,2019,10,1938,-243.497696248971
"Zhongzheng District",18150000,12.12,"Strengthen brickwork",64.02,2,2,1,2019,10,1945,385.684968505289
"Xinyi District",8000000,14.45,"Strengthen brickwork",56.32,2,2,2,2019,10,1945,-112.330126262722
"Zhongshan Area",8420000,19.79,"Strengthen brickwork",69.77,2,2,1,2019,9,1934,-270.213772714252
"Datong District",21500000,16.72,"Strengthen brickwork",111.19,2,2,3,2019,10,1946,-107.534232264074
"Wenshan District",3100000,5.12,"Strengthen brickwork",32.55,2,1,1,2019,10,1950,-80.7049023885397
"Wenshan District",10250000,12.2,"Strengthen brickwork",64.25,2,2,1,2019,10,1928,332.475823130311
"Songshan District",9200000,26.12,"See other registration items",83.19,2,2,1,2019,10,1957.916667,-857.16130428688
"Zhongshan Area",14900000,15.78,"Strengthen brickwork",69.99,2,2,1,2019,10,1935,695.910226357262
"Daan District",9700000,22.1,"Strengthen brickwork",93.28,2,2,1,2019,10,1948,-352.840350834854
"Wenshan District",6700000,12.4,"Strengthen brickwork",46.08,2,1,1,2019,10,1939.833333,360.02318432279
"shihlin",11850000,24.35,"Strengthen brickwork",89.17,2,2,2,2019,11,1938,-26.3884134003683
"Nangang District",26420000,53,"Strengthen brickwork",120.88,2,2,2,2019,10,1952.5,250.566670102486
"Neihu District",10100000,14.5,"Strengthen brickwork",55.54,2,1,1,2019,9,1933,398.381866470326
"Xinyi District",18380000,21.42,"Strengthen brickwork",119.48,2,2,1,2019,11,1946,-21.5938002915073
"Daan District",20500000,39.7,"Strengthen brickwork",145.25,2,2,2,2019,10,1935,-247.325464170394
"Songshan District",13380000,9.31,"Strengthen brickwork",84.26,2,2,1,2019,10,1947,-63.871369350751
"Nangang District",12000000,40,"Strengthen brickwork",96.58,2,2,2,2019,10,1958.666667,-826.836563999688
"Xinyi District",10500000,23.25,"Strengthen brickwork",73.62,2,1,2,2019,10,1958,153.412337051644
"Songshan District",16000000,7.1,"Strengthen brickwork",79.42,2,2,1,2019,11,1948,397.995976016817
"Datong District",14800000,26.52,"Strengthen brickwork",88.54,2,2,1,2019,11,1935,-413.079207939772
"Wenshan District",8500000,22.75,"See other registration items",82.58,2,2,1,2019,11,1955.434783,-417.305089795975
"Songshan District",10500000,9.69,"Strengthen brickwork",62.92,2,1,2,2019,11,1954,159.257642182477
"Nangang District",16450000,22.81,"Strengthen brickwork",74.94,2,2,1,2019,10,1959,294.462245629518
"Neihu District",9600000,19.5,"Strengthen brickwork",57.86,2,2,2,2019,11,1954,261.449502644999
"Beitou",14700000,29.25,"Strengthen brickwork",77.59,2,2,1,2019,10,1958,292.587287455982
"Songshan District",12300000,9.71,"Strengthen brickwork",58.77,2,1,1,2019,11,1954,553.277555973808
"Wanhua District",16680000,12.29,"Strengthen brickwork",105.03,2,2,2,2019,10,1949,251.88539712513
"shihlin",6350000,22.25,"Strengthen brickwork",66.02,2,1,1,2019,11,1956.9375,-104.435589367544
"shihlin",8500000,25.5,"Strengthen brickwork",75.48,2,2,1,2019,11,1956.9375,-62.6009693963998
"Datong District",14950000,13.94,"Strengthen brickwork",56.92,2,1,1,2019,11,1947,555.440508655248
"Songshan District",14900000,11.71,"Strengthen brickwork",89.71,2,1,1,2019,11,1948,166.779613717286
"Beitou",19000000,20.67,"Strengthen brickwork",70.88,2,1,1,2019,10,1956.675,1102.09486231952
"Daan District",5180000,21.38,"Strengthen brickwork",63.28,2,2,1,2019,11,1945,-542.908778824206
"Zhongzheng District",46080000,18.25,"Strengthen brickwork",172.67,2,1,2,2019,10,1946.375,602.91883519805
"Songshan District",17550000,19,"Strengthen brickwork",73.06,2,1,1,2019,11,1925,680.00607363934
"Xinyi District",3200000,12.82,"Strengthen brickwork",35.97,2,1,1,2019,11,1960,-399.10663014146
"Zhongshan Area",11100000,20.09,"Strengthen brickwork",64.49,2,1,2,2019,11,1937,412.634868788915
"Zhongshan Area",15000000,16.4,"Strengthen brickwork",71.51,2,2,1,2019,11,1934,669.153106786109
"Songshan District",11880000,7.65,"Strengthen brickwork",97.59,2,2,1,2019,10,1948,-563.583212323611
"Songshan District",9600000,20.75,"See other registration items",49.53,2,2,1,2019,11,1960,-18.7008131675689
"Wanhua District",6000000,19,"Strengthen brickwork",57.2,2,1,1,2019,11,1949,-140.974035309728
"Zhongshan Area",17180000,26.77,"Strengthen brickwork",123.51,2,2,1,2019,10,1947,-123.752586901289
"Songshan District",15800000,14.69,"Strengthen brickwork",81.23,2,1,1,2019,11,1946,453.303164606412
"Xinyi District",10500000,30.33,"See other registration items",71.34,2,1,1,2019,11,1958,-32.8169179810951
"Nangang District",15200000,8.63,"Strengthen brickwork",57.84,2,1,1,2019,10,1947,571.668109483441
"Nangang District",20380000,8.49,"Strengthen brickwork",102.39,2,2,2,2019,9,1943.647059,-11.5261697045326
"Daan District",5250000,26.75,"Strengthen brickwork",69.14,2,1,1,2019,11,1955,-440.582936723946
"Xinyi District",13000000,23.74,"Strengthen brickwork",79.89,2,1,1,2019,11,1951,359.740595357114
"Datong District",11800000,8.23,"Strengthen brickwork",57.12,2,1,1,2019,11,1948,130.645026036843
"Zhongshan Area",13500000,8.82,"Strengthen brickwork",66.49,2,1,1,2019,11,1935,735.374631086851
"Daan District",7750000,21.25,"Strengthen brickwork",54.6,2,1,1,2019,11,1958,403.404762369839
"Zhongzheng District",15250000,22,"Strengthen brickwork",62.56,2,2,2,2019,11,1946.190476,35.1471897173879
"Songshan District",10000000,24.5,"Strengthen brickwork",65.35,2,2,1,2019,11,1952,-103.253483174566
"Beitou",13600000,20,"Strengthen brickwork",59.94,2,1,1,2019,11,1940,544.951503971325
"Datong District",11500000,14.06,"Strengthen brickwork",57.45,2,1,1,2019,11,1949,84.1548529974832
"shihlin",7300000,16.09,"Strengthen brickwork",53.26,2,2,1,2019,11,1935,49.6115076094105
"shihlin",12500000,27.01,"Strengthen brickwork",129.42,2,2,2,2019,10,1946,-771.562508973766
"Nangang District",13000000,11.38,"Strengthen brickwork",61.32,2,2,1,2019,7,1946,42.8683622456972
"Zhongshan Area",6300000,12.16,"Strengthen brickwork",35.72,2,1,1,2019,11,1934,247.969927173557
"Zhongshan Area",17600000,14.93,"Strengthen brickwork",79.11,2,2,1,2019,11,1935,830.587804357252
"Nangang District",14800000,34.1,"Strengthen brickwork",77.73,2,2,1,2019,11,1957,3.88330018137352
"Datong District",26580000,39.88,"See other registration items",110.41,2,2,1,2019,11,1961,337.207272248414
"Datong District",12680000,17.17,"Strengthen brickwork",64.54,2,2,1,2019,10,1946,-73.3646397987832
"Wanhua District",11000000,20.12,"Strengthen brickwork",67.02,2,1,1,2019,11,1956.125,563.290875788458
"Songshan District",11450000,9.84,"Strengthen brickwork",63.44,2,1,1,2019,10,1948,275.201176431607
"Zhongshan Area",17230000,14.93,"Strengthen brickwork",79.11,2,2,1,2019,11,1935,786.255927780098
"Wanhua District",5000000,17.83,"Strengthen brickwork",38.69,2,1,1,2019,10,1963,168.497884050698
"Nangang District",9500000,4.49,"Strengthen brickwork",52.34,2,1,1,2019,11,1947,-117.314899496056
"Nangang District",17000000,16.46,"Strengthen brickwork",69.33,2,1,1,2019,11,1950,561.903839192062
"Zhongshan Area",11550000,20.09,"Strengthen brickwork",64.49,2,1,2,2019,11,1937,479.497712590664
"Songshan District",7700000,5.65,"Strengthen brickwork",44.28,2,2,1,2019,11,1949,-34.1875351567639
"Beitou",7950000,12.12,"Strengthen brickwork",54.61,2,2,1,2019,11,1939,-348.917243422653
"Nangang District",15650000,14.72,"Strengthen brickwork",76.11,2,2,1,2019,12,1946,74.215863278896
"Zhongzheng District",7680000,16.25,"Strengthen brickwork",45.67,2,1,2,2019,11,1960.071429,-467.016076880365
"Nangang District",16700000,14,"Strengthen brickwork",76.48,2,1,1,2019,10,1952.25,382.551609404715
"Songshan District",11000000,14.09,"Strengthen brickwork",75.25,2,1,1,2019,11,1946,-71.2224700660744
"Wenshan District",7500000,10.51,"Strengthen brickwork",66.19,2,1,1,2019,11,1950,146.165427661271
"Beitou",12650000,23.9,"Strengthen brickwork",81.72,2,2,1,2019,12,1944,-180.702329688132
"Nangang District",17050000,5.3,"Strengthen brickwork",81.17,2,2,1,2019,11,1941,97.1032011500453
"shihlin",5800000,10.15,"Strengthen brickwork",38.49,2,0,2,2019,12,1936,346.482770009286
"Wenshan District",10850000,8.72,"Strengthen brickwork",68.92,2,2,1,2019,11,1947,476.733454051407
"Beitou",17360000,20.06,"Strengthen brickwork",82,2,1,1,2019,9,1942,542.224765801925
"Wanhua District",4240000,19.95,"Strengthen brickwork",56.38,2,1,1,2019,11,1951.2,-495.993220246538
"Wenshan District",6900000,17.95,"Strengthen brickwork",45.88,2,1,1,2019,8,1955,515.792993465365
"Wenshan District",7600000,25.25,"See other registration items",68.25,2,2,1,2019,10,1961,-215.673895908594
"Xinyi District",16600000,25.84,"Strengthen brickwork",101.37,2,2,1,2019,11,1953,223.136047946656
"shihlin",11100000,19.44,"Strengthen brickwork",79.78,2,2,1,2019,12,1924,0.552003059651922
"Beitou",13000000,31.75,"Strengthen brickwork",85.36,2,2,2,2019,11,1958,-142.772637046924
"Beitou",14160000,13.67,"Strengthen brickwork",74.47,2,2,1,2019,10,1940,155.896317429168
"Zhongshan Area",16380000,24.98,"Strengthen brickwork",83.33,2,2,1,2019,10,1926,508.565316258662
"Zhongshan Area",16900000,23.41,"Strengthen brickwork",81.9,2,2,1,2019,11,1933,663.491900413475
"Daan District",7300000,28.27,"Strengthen brickwork",93.06,2,2,2,2019,11,1944,-827.943844607698
"shihlin",5250000,10.79,"Strengthen brickwork",32.4,2,2,1,2019,11,1956.9375,282.530017318776
"Zhongshan Area",10600000,28.79,"Strengthen brickwork",106.86,2,2,2,2019,11,1950,-650.570713962769
"Nangang District",19000000,16.07,"Strengthen brickwork",75.4,2,2,1,2019,11,1950,521.598754434288
"Xinyi District",13200000,19.25,"Strengthen brickwork",107.26,2,2,2,2019,9,1940,-489.38234168821
"Nangang District",15300000,6.73,"Strengthen brickwork",77.36,2,1,2,2019,9,1947,112.700639252201
"Wenshan District",11400000,21.42,"Strengthen brickwork",81.66,2,2,1,2019,12,1948,278.537274492671
"shihlin",11660000,28,"Strengthen brickwork",80.62,2,2,1,2019,12,1958,331.571369462584
"Zhongshan Area",10600000,20.58,"Strengthen brickwork",68.05,2,2,1,2019,12,1948,241.179527912681
"Songshan District",19800000,20.78,"Strengthen brickwork",83.37,2,2,1,2019,11,1950,768.117829796271
"Nangang District",18580000,19.79,"Strengthen brickwork",75.19,2,2,1,2019,11,1946,443.892720350659
"Zhongzheng District",15560000,23.3,"Strengthen brickwork",67.21,2,2,1,2019,12,1955,77.6937127256354
"Zhongshan Area",19700000,22.85,"Strengthen brickwork",98.41,2,2,1,2019,12,1936,649.372404280794
"Beitou",11000000,28,"Strengthen brickwork",88.11,2,2,1,2019,10,1952,-506.819026196645
"Songshan District",11000000,10.57,"Strengthen brickwork",49.76,2,2,1,2019,12,1953,417.072685594085
"Xinyi District",8000000,17.3,"Strengthen brickwork",64.42,2,1,2,2019,11,1954,-79.3842326600988
"Neihu District",5900000,16.54,"Strengthen brickwork",60.79,2,2,1,2019,11,1955.6,-424.296354343014
"Neihu District",7250000,30,"Strengthen brickwork",59.64,2,2,2,2019,12,1955.6,-174.447676322821
"Nangang District",9550000,4.49,"Strengthen brickwork",52.34,2,2,2,2019,12,1947,-282.178104140724
"Daan District",24300000,23.21,"Strengthen brickwork",158.47,2,1,1,2019,11,1945,126.300122923943
"Songshan District",11650000,18.2,"Strengthen brickwork",68.54,2,2,1,2019,11,1946,32.0143766111856
"Songshan District",18500000,11.79,"Strengthen brickwork",83.99,2,2,1,2019,11,1946,578.670482004253
"Xinyi District",2600000,11.71,"Strengthen brickwork",29.48,2,1,1,2019,10,1947.861111,-529.525992050498
"Beitou",8600000,24.75,"Strengthen brickwork",69.28,2,2,1,2019,12,1952,-463.810512756248
"Songshan District",6300000,4.37,"Strengthen brickwork",33.76,2,1,1,2019,12,1958,151.601490891712
"Wanhua District",10000000,5.83,"Strengthen brickwork",61.87,2,2,1,2019,11,1952,357.832010823564
"shihlin",11120000,21.76,"Strengthen brickwork",90.98,2,2,2,2019,9,1945.885714,-115.243806537278
"shihlin",19500000,15.3,"Strengthen brickwork",133.17,2,2,2,2019,11,1936,-45.8238263185993
"Wenshan District",8946000,31.5,"Strengthen brickwork",86.37,2,1,1,2019,11,1958,0.69468360581291
"Zhongshan Area",14800000,40.65,"Strengthen brickwork",93.86,2,2,2,2019,10,1953,245.809511486703
"Beitou",8750000,22.5,"Strengthen brickwork",63.42,2,1,1,2019,12,1955,-141.556123874106
"Xinyi District",15800000,25.29,"Strengthen brickwork",96.99,2,2,2,2019,12,1951,173.714606878171
"Songshan District",9800000,17.75,"Strengthen brickwork",53.77,2,1,1,2019,11,1955,291.837419984148
"Beitou",15660000,23.75,"Strengthen brickwork",74.56,2,2,1,2019,12,1955.666667,472.871068416947
"Wenshan District",5800000,16.81,"Strengthen brickwork",64.68,2,1,1,2019,12,1956,-103.405063058356
"Zhongshan Area",7100000,28.7,"Strengthen brickwork",94.17,2,1,1,2019,12,1946,-812.389314015519
"shihlin",11500000,21.71,"Strengthen brickwork",74.76,2,2,1,2019,11,1938,280.045707825295
"shihlin",10300000,21.71,"Strengthen brickwork",74.76,2,1,1,2019,12,1938,241.646812546347
"Beitou",2200000,4,"See other registration items",10.12,2,1,1,2019,12,1961,-639.502272241543
"Xinyi District",8000000,36.5,"Strengthen brickwork",77.15,2,2,1,2019,11,1954,-480.065975744846
"Daan District",9300000,23,"Strengthen brickwork",54.59,2,2,1,2019,12,1958,530.080423927846
"Wenshan District",10260000,14.42,"Strengthen brickwork",60.38,2,2,1,2019,12,1948,583.937251409102
"Songshan District",11500000,18.2,"Strengthen brickwork",68.55,2,2,1,2019,12,1946,12.2956074738396
"Xinyi District",17000000,31.51,"Strengthen brickwork",104.02,2,2,2,2019,12,1948,137.703302643788
"Daan District",8000000,24.5,"Strengthen brickwork",62.79,2,1,1,2019,12,1955,242.027494342633
"Beitou",14600000,26,"Strengthen brickwork",73.75,2,2,1,2019,11,1958,369.525809552732
"Nangang District",10130000,20.4,"Strengthen brickwork",76.14,2,1,1,2019,11,1951,-524.556797197927
"Nangang District",10060000,20.4,"Strengthen brickwork",77.31,2,1,1,2019,11,1951,-561.681522921204
"Songshan District",15360000,8.89,"Strengthen brickwork",102.53,2,1,1,2019,12,1948,-56.0933658400998
"Neihu District",9200000,42.75,"Strengthen brickwork",61.18,2,2,2,2019,12,1955.6,124.842461874722
"Nangang District",22100000,9.58,"Strengthen brickwork",94.76,2,2,1,2019,12,1950,437.806072110786
"Nangang District",32000000,22.68,"Strengthen brickwork",122.26,2,2,2,2019,12,1952,754.130837793394
"Daan District",9000000,22.75,"Strengthen brickwork",66.42,2,1,1,2019,11,1958,354.94217589952
"Zhongshan Area",12600000,24.24,"Strengthen brickwork",97.49,2,2,1,2019,11,1946,-142.397801577306
"Beitou",28250000,15.12,"Strengthen brickwork",124.88,2,2,0,2019,11,1942,635.460152078522
"shihlin",9000000,25.47,"Strengthen brickwork",76.99,2,2,1,2019,12,1933,-200.283115595952
"Songshan District",11730000,20.56,"Strengthen brickwork",87.46,2,1,1,2019,10,1946,-241.465247103885
"Beitou",12970000,22.8,"Strengthen brickwork",86.21,2,1,1,2019,11,1946,-81.3258105916565
"Xinyi District",6200000,33.67,"Strengthen brickwork",74.65,2,2,1,2019,12,1954,-758.641626431261
"Beitou",19600000,18.02,"Strengthen brickwork",84.62,2,2,1,2019,12,1942,612.311226650342
"Nangang District",10060000,20.4,"Strengthen brickwork",77.31,2,1,1,2019,11,1951,-561.681522921204
"Neihu District",13300000,22.75,"Strengthen brickwork",62.36,2,2,2,2019,12,1953,702.365214612745
"Nangang District",13600000,37,"See other registration items",73.78,2,2,1,2019,11,1959,-323.313720386729
"shihlin",12000000,19.69,"Strengthen brickwork",83.15,2,2,1,2019,12,1933,129.489504706405
"Daan District",4700000,30.25,"Strengthen brickwork",74.73,2,2,1,2019,12,1954,-836.851567379364
"Beitou",12500000,30,"Strengthen brickwork",75.24,2,2,1,2019,12,1939,-100.467147127738
"Beitou",12500000,30,"Strengthen brickwork",75.24,2,2,1,2019,12,1939,-100.467147127738
"Zhongshan Area",11100000,21,"Strengthen brickwork",64.49,2,2,1,2019,12,1937,308.491696193442
"Wenshan District",9500000,14.42,"Strengthen brickwork",60.38,2,1,1,2019,12,1948,603.876540595169
"Zhongshan Area",16000000,19.64,"Strengthen brickwork",78.55,2,2,1,2019,12,1934,639.862380843264
"Zhongzheng District",15780000,23.6,"Strengthen brickwork",83.21,2,2,1,2019,11,1946.190476,-324.594940983472
"Daan District",9050000,14.12,"Strengthen brickwork",51.13,2,1,1,2019,11,1951,653.26807072351
"Nangang District",19500000,23.09,"Strengthen brickwork",110.63,2,2,2,2019,12,1951,-235.520194436693
"Nangang District",14500000,24.75,"See other registration items",59.75,2,1,1,2019,12,1962,283.831691535084
"Beitou",13000000,18.83,"Strengthen brickwork",76.45,2,1,2,2019,12,1939,54.8030156047321
"Xinyi District",8500000,18.67,"See other registration items",55.44,2,2,1,2019,12,1962,-102.954124449299
"Daan District",7500000,30,"See other registration items",58.53,2,2,1,2019,12,1958,-143.090095741069
"Xinyi District",10700000,28,"See other registration items",79,2,2,2,2019,12,1960,-328.77323817226
"Xinyi District",18000000,25.49,"Strengthen brickwork",107.3,2,2,2,2019,12,1945,163.360856040195
"Daan District",6900000,16.42,"Strengthen brickwork",49.7,2,2,1,2019,12,1954,188.035477658981
"Wanhua District",11000000,15.83,"Strengthen brickwork",78.84,2,2,1,2019,12,1944,66.7577090962781
"Wanhua District",8980000,21.75,"Strengthen brickwork",67.92,2,2,1,2019,12,1952,51.1298864633775
"Wanhua District",16800000,17.27,"Strengthen brickwork",81.1,2,2,1,2019,11,1926,651.470225657851
"Xinyi District",15000000,28,"See other registration items",93.94,2,1,1,2019,11,1961,120.679490057489
"Zhongshan Area",11880000,18.53,"Strengthen brickwork",72.81,2,2,1,2019,12,1936,231.256246863088
"Beitou",15900000,26.38,"Strengthen brickwork",105.84,2,2,2,2019,12,1945,-316.170672551707
"Wenshan District",6800000,12.4,"Strengthen brickwork",46.08,2,1,1,2019,12,1939.833333,384.366376887834
"Wenshan District",11600000,16.2,"Strengthen brickwork",77.57,2,1,1,2019,12,1943,503.069982780479
"Beitou",17100000,30,"Strengthen brickwork",84,2,2,2,2019,12,1956.675,410.160806001245
"Songshan District",12080000,15.16,"Strengthen brickwork",82.64,1,1,1,2019,9,1944,-182.131334000007
