"district","total_ntd","land_area","main_building_material","building_area","num_room","num_hall","num_toilet","transaction_year","transaction_month","building_age","mlr_resid"
"Zhongshan Area",16300000,30.15,"Strengthen brickwork",87.31,3,2,1,2019,11,1952,697.807121508522
"Zhongshan Area",16980000,26.87,"Strengthen brickwork",114.47,3,2,1,2019,11,1947,123.235829692046
"Zhongzheng District",30000000,31.92,"Strengthen brickwork",117.68,3,2,2,2019,12,1948,504.184456650191
"Zhongshan Area",17200000,24.27,"Strengthen brickwork",87.87,3,2,2,2019,12,1949,736.521797928035
"Nangang District",23680000,21.32,"Strengthen brickwork",102.61,3,2,1,2019,12,1951,485.725907421421
"Beitou",22380000,21,"Strengthen brickwork",120.27,3,2,2,2019,12,1940,136.646879312461
"Nangang District",29500000,12.46,"Strengthen brickwork",150.38,3,2,2,2019,12,1940,-159.282085474586
"Wenshan District",14750000,22.05,"Strengthen brickwork",104.28,3,2,2,2019,12,1943,225.128347044439
"Xinyi District",23200000,19.73,"Strengthen brickwork",144.23,3,2,2,2019,12,1946,-19.6115673841354
"Daan District",10500000,25.25,"Strengthen brickwork",75.16,3,2,2,2019,12,1953,358.256164979451
"Xinyi District",18350000,30.01,"Strengthen brickwork",110.27,3,3,3,2019,12,1949,96.1831343324555
"Daan District",11600000,29.2,"Strengthen brickwork",120.66,3,2,2,2019,12,1954,-510.077458796668
"Daan District",12700000,27.57,"Strengthen brickwork",114.73,3,2,2,2019,11,1949,-249.041054903157
"Zhongshan Area",9700000,24.75,"Strengthen brickwork",73.44,3,2,1,2019,12,1956,105.896959112418
"shihlin",18800000,26.79,"Strengthen brickwork",135.84,3,2,2,2019,11,1947,-52.7758063487069
"shihlin",14500000,34.86,"Strengthen brickwork",102.6,3,2,2,2019,9,1956,237.593853479089
"Zhongshan Area",18550000,36.12,"Strengthen brickwork",129.05,3,2,2,2019,11,1946,-43.3277712861405
"Zhongshan Area",10000000,34.53,"Strengthen brickwork",97.12,3,2,1,2019,12,1950,-396.834752966559
"Songshan District",25500000,22.21,"Strengthen brickwork",132.58,3,2,2,2019,12,1950,296.054866871431
"Nangang District",15000000,20.68,"Strengthen brickwork",84.12,3,2,1,2019,12,1949.318182,-91.1542354906564
"Beitou",13750000,20.6,"Strengthen brickwork",86.21,3,1,1,2019,12,1953,133.8184279444
"Wanhua District",9380000,26.21,"Strengthen brickwork",94.71,3,2,1,2019,12,1949,-512.610392962885
"Wenshan District",13000000,25,"Strengthen brickwork",97.9,3,2,2,2019,12,1944,149.161359264373
"Wenshan District",7700000,24,"See other registration items",67.5,3,1,2,2019,12,1960,187.957576744364
"Beitou",23900000,22.6,"Strengthen brickwork",110.22,3,2,2,2019,11,1938.125,515.777036387026
"Songshan District",25600000,36.25,"See other registration items",120.42,3,2,2,2019,12,1964,360.209937349332
"Zhongshan Area",25000000,27.74,"Strengthen brickwork",157.59,3,2,2,2019,12,1935,-76.1155867687977
"Daan District",13880000,29.2,"Strengthen brickwork",122.11,3,2,2,2019,11,1954,-229.105688314252
"Daan District",15850000,28.59,"Strengthen brickwork",109.07,3,2,2,2019,12,1946,292.242709105772
"Daan District",13500000,24.5,"Strengthen brickwork",73.8,3,2,2,2019,12,1953,821.615973206162
"Xinyi District",42180000,31.43,"Strengthen brickwork",172.95,3,2,2,2019,12,1946,1025.33635745016
"Songshan District",16880000,40.25,"Strengthen brickwork",103.15,3,2,2,2019,12,1952,86.8056420921353
"Zhongshan Area",23800000,23.15,"Strengthen brickwork",127.81,3,2,2,2019,12,1936,482.118923285462
"Zhongshan Area",16280000,33.99,"Strengthen brickwork",104.99,3,2,2,2019,12,1946,239.011436231655
"Songshan District",15500000,34,"Strengthen brickwork",98.11,3,2,1,2019,12,1954,60.5073584893302
"Nangang District",25800000,18.26,"Strengthen brickwork",118.95,3,2,2,2019,12,1948,265.645071408831
"Xinyi District",7800000,24.35,"Strengthen brickwork",84.9,3,2,1,2019,8,1949,-637.133997879469
"Songshan District",18500000,28.25,"See other registration items",91.18,2,2,1,2019,9,1957.916667,244.143985647748
"Nangang District",13000000,14.43,"Strengthen brickwork",61.92,2,2,1,2019,10,1954,101.658635240753
"Daan District",8400000,10.2,"Strengthen brickwork",70.18,2,1,1,2019,10,1933,27.2321762381114
"Xinyi District",17800000,30.75,"See other registration items",83.48,2,1,1,2019,10,1954.02,429.081261013998
"Daan District",19100000,36.75,"Strengthen brickwork",87.3,2,2,1,2019,10,1957,1244.21264211387
"Datong District",6550000,19.6,"Strengthen brickwork",59.41,2,1,2,2019,9,1949,-827.349748298705
"Wanhua District",4900000,10.18,"Strengthen brickwork",36.61,2,0,1,2019,8,1951.2,141.173925585169
"Songshan District",8300000,25.33,"See other registration items",58.78,2,1,1,2019,10,1962,-224.399396617483
"Daan District",5500000,12.6,"Strengthen brickwork",61,2,1,1,2019,10,1953,-132.753168770981
"Nangang District",9200000,5.55,"Strengthen brickwork",54.39,2,1,1,2019,10,1941,-296.634392385046
"Zhongzheng District",27960000,14.52,"Strengthen brickwork",127.25,2,2,1,2019,8,1940.777778,-70.0838776072049
"Daan District",8700000,19.86,"Strengthen brickwork",80.88,2,1,1,2019,10,1946,-30.1128342876087
"Neihu District",26000000,18.26,"Strengthen brickwork",137,2,2,2,2019,10,1940,223.366618315736
"Wanhua District",5895766,25.67,"See other registration items",57.98,2,1,1,2019,10,1970,282.742332516124
"Songshan District",14400000,20.75,"See other registration items",72.9,2,2,2,2019,9,1963,169.828526567465
"Zhongzheng District",15850000,5.35,"Strengthen brickwork",56.63,2,2,1,2019,10,1948,302.135508501927
"Zhongzheng District",40150000,15.03,"Strengthen brickwork",176.99,2,1,1,2019,11,1951,76.1755146948792
"Zhongzheng District",21000000,28.2,"Strengthen brickwork",103.58,2,2,1,2019,9,1946.190476,-143.426585851912
"Xinyi District",8000000,32.03,"Strengthen brickwork",66.02,2,1,1,2019,11,1953,-27.6519963333601
"Beitou",9500000,13.4,"Strengthen brickwork",62.19,2,1,1,2019,10,1947,-73.4672242421668
"Beitou",16000000,35.58,"See other registration items",92.59,2,2,1,2019,10,1960,-33.6025051368687
"Zhongshan Area",13680000,28.47,"Strengthen brickwork",102.71,2,2,2,2019,9,1949,-127.38118057916
"Datong District",16000000,33,"Strengthen brickwork",117.47,2,2,1,2019,11,1948.409091,-787.842474111118
"Wenshan District",13800000,26.49,"Strengthen brickwork",99.89,2,2,1,2019,10,1948,188.040961020456
"Songshan District",29080000,14.66,"Strengthen brickwork",140.55,2,2,2,2019,10,1944,309.683284702228
"Nangang District",12500000,39,"Strengthen brickwork",65.07,2,2,1,2019,10,1955.176471,29.6667220606676
"Daan District",13200000,35,"Strengthen brickwork",97.44,2,2,1,2019,11,1955,256.874715943223
"shihlin",10500000,26.5,"Strengthen brickwork",74.54,2,2,1,2019,10,1956.9375,304.548842795415
"Nangang District",13500000,27.75,"Strengthen brickwork",77.6,2,2,1,2019,10,1955.176471,-147.927515036212
"Songshan District",8900000,8.49,"Strengthen brickwork",47.91,2,1,1,2019,11,1945,205.226618623993
"Songshan District",16880000,6.67,"Wall type reinforced concrete construction",60.2,2,1,1,2019,10,1924,3.96642718669682e-11
"Wenshan District",8200000,22.45,"Strengthen brickwork",61.13,2,1,1,2019,10,1953,400.423256450893
"Wenshan District",6200000,25,"See other registration items",60.6,2,2,3,2019,11,1967,-69.4395661890575
"shihlin",8800000,17.8,"Strengthen brickwork",83.9,2,2,1,2019,9,1948.8,-283.153049391589
"Wenshan District",5660000,15.34,"Strengthen brickwork",51.41,2,1,1,2019,11,1954,136.562257559786
"Wenshan District",7000000,8.91,"Strengthen brickwork",60.44,2,2,1,2019,9,1947,-29.3261881721605
"Songshan District",14000000,21,"Strengthen brickwork",63.75,2,1,1,2019,10,1956,720.615960710987
"Daan District",9360000,17,"Strengthen brickwork",86.45,2,2,1,2019,10,1953,-130.728137669724
"shihlin",12870000,20.1,"Strengthen brickwork",80.3,2,2,1,2019,10,1931,275.406131221732
"shihlin",12800000,20.1,"Strengthen brickwork",81.05,2,2,1,2019,10,1931,248.356196413881
"Daan District",15080000,24.57,"Strengthen brickwork",84.39,2,1,1,2019,10,1932,711.311907510313
"Daan District",6300000,27,"See other registration items",39.81,2,1,1,2019,10,1959,-417.275907350307
"Songshan District",7200000,5.1,"Strengthen brickwork",41.69,2,2,1,2019,10,1946,-92.914182312075
"Daan District",9000000,25.75,"Strengthen brickwork",76.84,2,1,1,2019,10,1935,31.2179219910329
"Xinyi District",10650000,20,"Strengthen brickwork",70.86,2,2,1,2019,11,1953,129.741207771097
"Xinyi District",4500000,16.25,"Strengthen brickwork",40.8,2,1,1,2019,10,1954,-188.926815683102
"Zhongzheng District",36000000,11.02,"Strengthen brickwork",129.75,2,2,2,2019,10,1944,580.17691571186
"Wenshan District",1460000,5.35,"Strengthen brickwork",13.11,2,1,1,2019,10,1955,-172.802498785074
"Daan District",15500000,36.41,"Strengthen brickwork",124.22,2,1,1,2019,9,1946,-5.99899505376041
"Xinyi District",14580000,17.36,"Strengthen brickwork",67.89,2,2,1,2019,11,1938,614.877425521457
"Zhongshan Area",17500000,34.51,"Strengthen brickwork",92.63,2,1,2,2019,11,1947,734.013969943092
"Wenshan District",6900000,21,"Strengthen brickwork",74.33,2,2,1,2019,10,1949,-315.773086113752
"shihlin",10000000,21.62,"Strengthen brickwork",85.66,2,2,1,2019,10,1930,-278.347833780491
"shihlin",10600000,21.87,"Strengthen brickwork",74.49,2,2,1,2019,11,1936,131.149589892494
"Wenshan District",7000000,21.35,"Strengthen brickwork",69.13,2,1,1,2019,10,1956,21.939322821511
"Wenshan District",7800000,16.78,"Strengthen brickwork",59.84,2,1,1,2019,10,1939.833333,229.863872983111
"Wanhua District",7500000,27.67,"See other registration items",70.54,2,1,1,2019,11,1963,239.214199606916
"Songshan District",14800000,32.75,"Strengthen brickwork",81.91,2,1,1,2019,11,1957,450.553076672982
"Neihu District",11000000,36.28,"Strengthen brickwork",84.3,2,1,1,2019,11,1955.6,13.1579632480627
"Beitou",12800000,19.6,"Strengthen brickwork",72.41,2,2,1,2019,10,1951,100.316331139701
"Beitou",21730000,18.17,"Strengthen brickwork",89.82,2,2,2,2019,11,1954,776.395302613903
"Daan District",21700000,20.94,"Strengthen brickwork",100.49,2,2,1,2019,10,1945,1084.0873872941
"Songshan District",7800000,8.76,"Strengthen brickwork",50.34,2,2,1,2019,10,1938,-243.944201685348
"Zhongzheng District",18150000,12.12,"Strengthen brickwork",64.02,2,2,1,2019,10,1945,401.195289581437
"Xinyi District",8000000,14.45,"Strengthen brickwork",56.32,2,2,2,2019,10,1945,-94.2640105988016
"Zhongshan Area",8420000,19.79,"Strengthen brickwork",69.77,2,2,1,2019,9,1934,-283.607210741381
"Datong District",21500000,16.72,"Strengthen brickwork",111.19,2,2,3,2019,10,1946,-142.350021124267
"Wenshan District",3100000,5.12,"Strengthen brickwork",32.55,2,1,1,2019,10,1950,-112.820024572126
"Wenshan District",10250000,12.2,"Strengthen brickwork",64.25,2,2,1,2019,10,1928,285.201380498153
"Zhongshan Area",14900000,15.78,"Strengthen brickwork",69.99,2,2,1,2019,10,1935,673.929007432754
"shihlin",11030000,46.38,"Strengthen brickwork",129.78,2,2,1,2019,9,1941,-984.002768680315
"Daan District",9700000,22.1,"Strengthen brickwork",93.28,2,2,1,2019,10,1948,-264.435484419104
"Wenshan District",6700000,12.4,"Strengthen brickwork",46.08,2,1,1,2019,10,1939.833333,331.746853236035
"shihlin",11850000,24.35,"Strengthen brickwork",89.17,2,2,2,2019,11,1938,-31.6100406780142
"Nangang District",26420000,53,"Strengthen brickwork",120.88,2,2,2,2019,10,1952.5,324.311528397248
"Neihu District",10100000,14.5,"Strengthen brickwork",55.54,2,1,1,2019,9,1933,274.626945557407
"Xinyi District",18380000,21.42,"Strengthen brickwork",119.48,2,2,1,2019,11,1946,-24.7434903798369
"Daan District",20500000,39.7,"Strengthen brickwork",145.25,2,2,2,2019,10,1935,-154.46163237899
"Songshan District",13380000,9.31,"Strengthen brickwork",84.26,2,2,1,2019,10,1947,-80.0562748932235
"Nangang District",12000000,40,"Strengthen brickwork",96.58,2,2,2,2019,10,1958.666667,-769.458204089765
"Xinyi District",10500000,23.25,"Strengthen brickwork",73.62,2,1,2,2019,10,1958,191.443249981346
"Songshan District",16000000,7.1,"Strengthen brickwork",79.42,2,2,1,2019,11,1948,382.284462019321
"Datong District",14800000,26.52,"Strengthen brickwork",88.54,2,2,1,2019,11,1935,-407.882077545006
"Wenshan District",8500000,22.75,"See other registration items",82.58,2,2,1,2019,11,1955.434783,-211.309032437871
"Songshan District",10500000,9.69,"Strengthen brickwork",62.92,2,1,2,2019,11,1954,163.677284036636
"Nangang District",16450000,22.81,"Strengthen brickwork",74.94,2,2,1,2019,10,1959,316.454556935686
"Neihu District",9600000,19.5,"Strengthen brickwork",57.86,2,2,2,2019,11,1954,177.517902084506
"Beitou",14700000,29.25,"Strengthen brickwork",77.59,2,2,1,2019,10,1958,322.474741504474
"Songshan District",12300000,9.71,"Strengthen brickwork",58.77,2,1,1,2019,11,1954,560.903642388085
"Wanhua District",16680000,12.29,"Strengthen brickwork",105.03,2,2,2,2019,10,1949,123.795349814395
"shihlin",6350000,22.25,"Strengthen brickwork",66.02,2,1,1,2019,11,1956.9375,-88.1028354510169
"shihlin",8500000,25.5,"Strengthen brickwork",75.48,2,2,1,2019,11,1956.9375,-39.12747663304
"Datong District",14950000,13.94,"Strengthen brickwork",56.92,2,1,1,2019,11,1947,551.247596790157
"Songshan District",14900000,11.71,"Strengthen brickwork",89.71,2,1,1,2019,11,1948,153.143960766609
"Beitou",19000000,20.67,"Strengthen brickwork",70.88,2,1,1,2019,10,1956.675,1105.82078584241
"Daan District",5180000,21.38,"Strengthen brickwork",63.28,2,2,1,2019,11,1945,-434.526606501698
"Zhongzheng District",46080000,18.25,"Strengthen brickwork",172.67,2,1,2,2019,10,1946.375,554.682788041524
"Songshan District",17550000,19,"Strengthen brickwork",73.06,2,1,1,2019,11,1925,681.838504276625
"Xinyi District",3200000,12.82,"Strengthen brickwork",35.97,2,1,1,2019,11,1960,-360.486326539831
"Zhongshan Area",11100000,20.09,"Strengthen brickwork",64.49,2,1,2,2019,11,1937,407.530866835501
"Zhongshan Area",15000000,16.4,"Strengthen brickwork",71.51,2,2,1,2019,11,1934,649.904749508135
"Songshan District",11880000,7.65,"Strengthen brickwork",97.59,2,2,1,2019,10,1948,-593.606389559835
"Songshan District",9600000,20.75,"See other registration items",49.53,2,2,1,2019,11,1960,55.9317145349204
"Wanhua District",6000000,19,"Strengthen brickwork",57.2,2,1,1,2019,11,1949,-215.627230568452
"Zhongshan Area",17180000,26.77,"Strengthen brickwork",123.51,2,2,1,2019,10,1947,-142.013985547538
"Songshan District",15800000,14.69,"Strengthen brickwork",81.23,2,1,1,2019,11,1946,453.13973091306
"Xinyi District",10500000,30.33,"See other registration items",71.34,2,1,1,2019,11,1958,-217.650160708782
"Nangang District",15200000,8.63,"Strengthen brickwork",57.84,2,1,1,2019,10,1947,549.702693312786
"Nangang District",20380000,8.49,"Strengthen brickwork",102.39,2,2,2,2019,9,1943.647059,-67.5602996742041
"Daan District",5250000,26.75,"Strengthen brickwork",69.14,2,1,1,2019,11,1955,-316.617150315544
"Xinyi District",13000000,23.74,"Strengthen brickwork",79.89,2,1,1,2019,11,1951,391.995319436795
"Datong District",11800000,8.23,"Strengthen brickwork",57.12,2,1,1,2019,11,1948,110.006992277281
"Zhongshan Area",13500000,8.82,"Strengthen brickwork",66.49,2,1,1,2019,11,1935,693.598340166294
"Daan District",7750000,21.25,"Strengthen brickwork",54.6,2,1,1,2019,11,1958,523.849031223985
"Zhongzheng District",15250000,22,"Strengthen brickwork",62.56,2,2,2,2019,11,1946.190476,84.9060800530966
"Songshan District",10000000,24.5,"Strengthen brickwork",65.35,2,2,1,2019,11,1952,-53.4382547332784
"Beitou",13600000,20,"Strengthen brickwork",59.94,2,1,1,2019,11,1940,544.015057416803
"Datong District",11500000,14.06,"Strengthen brickwork",57.45,2,1,1,2019,11,1949,81.5406210413452
"shihlin",7300000,16.09,"Strengthen brickwork",53.26,2,2,1,2019,11,1935,43.4271523151044
"shihlin",12500000,27.01,"Strengthen brickwork",129.42,2,2,2,2019,10,1946,-794.376136357248
"Nangang District",13000000,11.38,"Strengthen brickwork",61.32,2,2,1,2019,7,1946,21.7409756071807
"Zhongshan Area",6300000,12.16,"Strengthen brickwork",35.72,2,1,1,2019,11,1934,237.712914333688
"Zhongshan Area",17600000,14.93,"Strengthen brickwork",79.11,2,2,1,2019,11,1935,802.226223043155
"Nangang District",14800000,34.1,"Strengthen brickwork",77.73,2,2,1,2019,11,1957,58.8429929519748
"Datong District",12680000,17.17,"Strengthen brickwork",64.54,2,2,1,2019,10,1946,-72.7242109078469
"Wanhua District",11000000,20.12,"Strengthen brickwork",67.02,2,1,1,2019,11,1956.125,490.582812194885
"Songshan District",11450000,9.84,"Strengthen brickwork",63.44,2,1,1,2019,10,1948,272.238206454262
"Zhongshan Area",17230000,14.93,"Strengthen brickwork",79.11,2,2,1,2019,11,1935,757.894346466
"Wanhua District",5000000,17.83,"Strengthen brickwork",38.69,2,1,1,2019,10,1963,112.211345421074
"Nangang District",9500000,4.49,"Strengthen brickwork",52.34,2,1,1,2019,11,1947,-144.910567585214
"Nangang District",17000000,16.46,"Strengthen brickwork",69.33,2,1,1,2019,11,1950,560.241901742206
"Zhongshan Area",11550000,20.09,"Strengthen brickwork",64.49,2,1,2,2019,11,1937,474.393710637251
"Songshan District",7700000,5.65,"Strengthen brickwork",44.28,2,2,1,2019,11,1949,-27.9529479759631
"Beitou",7950000,12.12,"Strengthen brickwork",54.61,2,2,1,2019,11,1939,-366.12279986777
"Nangang District",15650000,14.72,"Strengthen brickwork",76.11,2,2,1,2019,12,1946,66.2658814519526
"Zhongzheng District",7680000,16.25,"Strengthen brickwork",45.67,2,1,2,2019,11,1960.071429,-415.36631847539
"Nangang District",16700000,14,"Strengthen brickwork",76.48,2,1,1,2019,10,1952.25,367.359793539052
"Songshan District",11000000,14.09,"Strengthen brickwork",75.25,2,1,1,2019,11,1946,-68.8456430095318
"Wenshan District",7500000,10.51,"Strengthen brickwork",66.19,2,1,1,2019,11,1950,108.574822469997
"Beitou",12650000,23.9,"Strengthen brickwork",81.72,2,2,1,2019,12,1944,-175.499387369169
"Nangang District",17050000,5.3,"Strengthen brickwork",81.17,2,2,1,2019,11,1941,50.4801297769742
"shihlin",5800000,10.15,"Strengthen brickwork",38.49,2,0,2,2019,12,1936,328.129691232733
"Wenshan District",10850000,8.72,"Strengthen brickwork",68.92,2,2,1,2019,11,1947,433.664152949171
"Beitou",17360000,20.06,"Strengthen brickwork",82,2,1,1,2019,9,1942,521.511109120415
"Wanhua District",4240000,19.95,"Strengthen brickwork",56.38,2,1,1,2019,11,1951.2,-565.442293651717
"Wenshan District",6900000,17.95,"Strengthen brickwork",45.88,2,1,1,2019,8,1955,510.885232247448
"Wenshan District",7600000,25.25,"See other registration items",68.25,2,2,1,2019,10,1961,25.1479634229805
"Xinyi District",16600000,25.84,"Strengthen brickwork",101.37,2,2,1,2019,11,1953,251.972715981637
"shihlin",11100000,19.44,"Strengthen brickwork",79.78,2,2,1,2019,12,1924,-20.8738874235285
"Beitou",13000000,31.75,"Strengthen brickwork",85.36,2,2,2,2019,11,1958,-108.389410246238
"Beitou",14160000,13.67,"Strengthen brickwork",74.47,2,2,1,2019,10,1940,126.950256180994
"Zhongshan Area",16380000,24.98,"Strengthen brickwork",83.33,2,2,1,2019,10,1926,497.246728448076
"Zhongshan Area",16900000,23.41,"Strengthen brickwork",81.9,2,2,1,2019,11,1933,656.901315699597
"Daan District",7300000,28.27,"Strengthen brickwork",93.06,2,2,2,2019,11,1944,-721.463460432306
"shihlin",5250000,10.79,"Strengthen brickwork",32.4,2,2,1,2019,11,1956.9375,293.191922715662
"Zhongshan Area",10600000,28.79,"Strengthen brickwork",106.86,2,2,2,2019,11,1950,-645.656572751312
"Nangang District",19000000,16.07,"Strengthen brickwork",75.4,2,2,1,2019,11,1950,518.634242907511
"Daan District",10000000,24.8,"See other registration items",26.88,2,2,2,2019,10,1957,352.362497076627
"Xinyi District",13200000,19.25,"Strengthen brickwork",107.26,2,2,2,2019,9,1940,-500.676163629301
"Nangang District",15300000,6.73,"Strengthen brickwork",77.36,2,1,2,2019,9,1947,67.969919687216
"Wenshan District",11400000,21.42,"Strengthen brickwork",81.66,2,2,1,2019,12,1948,267.847178762059
"shihlin",11660000,28,"Strengthen brickwork",80.62,2,2,1,2019,12,1958,362.436673700213
"Zhongshan Area",10600000,20.58,"Strengthen brickwork",68.05,2,2,1,2019,12,1948,250.966124843101
"Songshan District",19800000,20.78,"Strengthen brickwork",83.37,2,2,1,2019,11,1950,792.117734398072
"Nangang District",18580000,19.79,"Strengthen brickwork",75.19,2,2,1,2019,11,1946,449.014855286988
"Zhongzheng District",15560000,23.3,"Strengthen brickwork",67.21,2,2,1,2019,12,1955,137.954132209865
"Zhongshan Area",19700000,22.85,"Strengthen brickwork",98.41,2,2,1,2019,12,1936,634.315566561247
"Beitou",11000000,28,"Strengthen brickwork",88.11,2,2,1,2019,10,1952,-493.116644085448
"Songshan District",11000000,10.57,"Strengthen brickwork",49.76,2,2,1,2019,12,1953,440.0559788949
"Xinyi District",8000000,17.3,"Strengthen brickwork",64.42,2,1,2,2019,11,1954,-52.9284074023711
"Neihu District",5900000,16.54,"Strengthen brickwork",60.79,2,2,1,2019,11,1955.6,-517.799042406681
"Neihu District",7250000,30,"Strengthen brickwork",59.64,2,2,2,2019,12,1955.6,-224.158827303968
"Nangang District",9550000,4.49,"Strengthen brickwork",52.34,2,2,2,2019,12,1947,-302.862005580558
"Daan District",24300000,23.21,"Strengthen brickwork",158.47,2,1,1,2019,11,1945,166.853664463797
"Songshan District",11650000,18.2,"Strengthen brickwork",68.54,2,2,1,2019,11,1946,55.8358500058294
"Songshan District",18500000,11.79,"Strengthen brickwork",83.99,2,2,1,2019,11,1946,572.087576521894
"Xinyi District",2600000,11.71,"Strengthen brickwork",29.48,2,1,1,2019,10,1947.861111,-502.036677236073
"Beitou",8600000,24.75,"Strengthen brickwork",69.28,2,2,1,2019,12,1952,-440.624268905845
"Beitou",42000000,35.82,"Strengthen brickwork",149.13,2,2,1,2019,10,1941,1187.61679218987
"Songshan District",6300000,4.37,"Strengthen brickwork",33.76,2,1,1,2019,12,1958,167.361241191015
"Wanhua District",10000000,5.83,"Strengthen brickwork",61.87,2,2,1,2019,11,1952,247.020074718092
"shihlin",11120000,21.76,"Strengthen brickwork",90.98,2,2,2,2019,9,1945.885714,-128.772827547563
"shihlin",19500000,15.3,"Strengthen brickwork",133.17,2,2,2,2019,11,1936,-111.667904906116
"Wenshan District",8946000,31.5,"Strengthen brickwork",86.37,2,1,1,2019,11,1958,17.7489097892676
"Zhongshan Area",14800000,40.65,"Strengthen brickwork",93.86,2,2,2,2019,10,1953,295.299530402074
"Beitou",8750000,22.5,"Strengthen brickwork",63.42,2,1,1,2019,12,1955,-122.721107301444
"Xinyi District",15800000,25.29,"Strengthen brickwork",96.99,2,2,2,2019,12,1951,205.120799575757
"Neihu District",15500000,6.95,"Strengthen brickwork",65.77,2,1,1,2019,11,1924,710.957208723999
"Songshan District",9800000,17.75,"Strengthen brickwork",53.77,2,1,1,2019,11,1955,327.972294724101
"Beitou",15660000,23.75,"Strengthen brickwork",74.56,2,2,1,2019,12,1955.666667,492.172718100452
"Wenshan District",5800000,16.81,"Strengthen brickwork",64.68,2,1,1,2019,12,1956,-113.440208651667
"Zhongshan Area",7100000,28.7,"Strengthen brickwork",94.17,2,1,1,2019,12,1946,-803.099345656203
"shihlin",11500000,21.71,"Strengthen brickwork",74.76,2,2,1,2019,11,1938,277.505217054681
"shihlin",10300000,21.71,"Strengthen brickwork",74.76,2,1,1,2019,12,1938,237.618442109401
"Xinyi District",8000000,36.5,"Strengthen brickwork",77.15,2,2,1,2019,11,1954,-400.933100394839
"Daan District",9300000,23,"Strengthen brickwork",54.59,2,2,1,2019,12,1958,662.821639018803
"Wenshan District",10260000,14.42,"Strengthen brickwork",60.38,2,2,1,2019,12,1948,567.716036463435
"Songshan District",11500000,18.2,"Strengthen brickwork",68.55,2,2,1,2019,12,1946,38.8900403909179
"Xinyi District",17000000,31.51,"Strengthen brickwork",104.02,2,2,2,2019,12,1948,180.234490717812
"Daan District",8000000,24.5,"Strengthen brickwork",62.79,2,1,1,2019,12,1955,366.640235384372
"Beitou",14600000,26,"Strengthen brickwork",73.75,2,2,1,2019,11,1958,395.24463014927
"Nangang District",10130000,20.4,"Strengthen brickwork",76.14,2,1,1,2019,11,1951,-518.555591783859
"Nangang District",10060000,20.4,"Strengthen brickwork",77.31,2,1,1,2019,11,1951,-556.528921289298
"Songshan District",15360000,8.89,"Strengthen brickwork",102.53,2,1,1,2019,12,1948,-84.6933058386009
"Neihu District",9200000,42.75,"Strengthen brickwork",61.18,2,2,2,2019,12,1955.6,112.201603969852
"Nangang District",22100000,9.58,"Strengthen brickwork",94.76,2,2,1,2019,12,1950,404.141855626234
"Nangang District",32000000,22.68,"Strengthen brickwork",122.26,2,2,2,2019,12,1952,741.223484911105
"Daan District",9000000,22.75,"Strengthen brickwork",66.42,2,1,1,2019,11,1958,471.305989321803
"Zhongshan Area",12600000,24.24,"Strengthen brickwork",97.49,2,2,1,2019,11,1946,-147.386010306936
"Beitou",28250000,15.12,"Strengthen brickwork",124.88,2,2,0,2019,11,1942,578.8148940098
"shihlin",9000000,25.47,"Strengthen brickwork",76.99,2,2,1,2019,12,1933,-194.408522332308
"Songshan District",11730000,20.56,"Strengthen brickwork",87.46,2,1,1,2019,10,1946,-231.346412742675
"Beitou",12970000,22.8,"Strengthen brickwork",86.21,2,1,1,2019,11,1946,-88.1186870614512
"Xinyi District",6200000,33.67,"Strengthen brickwork",74.65,2,2,1,2019,12,1954,-683.391356490591
"Beitou",19600000,18.02,"Strengthen brickwork",84.62,2,2,1,2019,12,1942,596.19604619176
"Nangang District",10060000,20.4,"Strengthen brickwork",77.31,2,1,1,2019,11,1951,-556.528921289298
"Neihu District",13300000,22.75,"Strengthen brickwork",62.36,2,2,2,2019,12,1953,626.882132689589
"Nangang District",13600000,37,"See other registration items",73.78,2,2,1,2019,11,1959,191.6014088903
"Wenshan District",4200000,18.9,"Strengthen brickwork",89.25,2,1,1,2019,11,1943,-1152.87321163856
"shihlin",12000000,19.69,"Strengthen brickwork",83.15,2,2,1,2019,12,1933,113.584678027411
"Daan District",4700000,30.25,"Strengthen brickwork",74.73,2,2,1,2019,12,1954,-700.210979933824
"Beitou",12500000,30,"Strengthen brickwork",75.24,2,2,1,2019,12,1939,-76.3034644759539
"Beitou",12500000,30,"Strengthen brickwork",75.24,2,2,1,2019,12,1939,-76.3034644759539
"Zhongshan Area",11100000,21,"Strengthen brickwork",64.49,2,2,1,2019,12,1937,313.298059104445
"Wenshan District",9500000,14.42,"Strengthen brickwork",60.38,2,1,1,2019,12,1948,583.387233436956
"Zhongshan Area",16000000,19.64,"Strengthen brickwork",78.55,2,2,1,2019,12,1934,627.992163709175
"Zhongzheng District",15780000,23.6,"Strengthen brickwork",83.21,2,2,1,2019,11,1946.190476,-284.884880055509
"Daan District",9050000,14.12,"Strengthen brickwork",51.13,2,1,1,2019,11,1951,749.261342363422
"Nangang District",19500000,23.09,"Strengthen brickwork",110.63,2,2,2,2019,12,1951,-239.566138563593
"Beitou",13000000,18.83,"Strengthen brickwork",76.45,2,1,2,2019,12,1939,40.2294183234208
"Xinyi District",8500000,18.67,"See other registration items",55.44,2,2,1,2019,12,1962,-283.987552468317
